20260601 111900;30459.5;30464.25;30455;30460.75;696
20260601 112000;30460.5;30471.25;30459.5;30470.25;684
20260601 112100;30469.75;30471.5;30458.75;30461.75;745
20260601 112200;30461.75;30466.75;30458.25;30466.25;805
20260601 112300;30466.25;30466.75;30459;30461.25;423
20260601 112400;30461.25;30464.5;30457.5;30462.5;390
20260601 112500;30461.5;30465.5;30458.25;30459.75;474
20260601 112600;30458.75;30464;30458.75;30462;351
20260601 112700;30462.25;30464;30459.25;30461.5;314
20260601 112800;30461.5;30461.5;30455.5;30457;462
20260601 112900;30457;30461.75;30450;30456.5;1156
20260601 113000;30457.5;30465.25;30456;30461.5;934
20260601 113100;30460.75;30470.5;30451.5;30470.5;1717
20260601 113200;30469.5;30478.5;30467;30474.25;1593
20260601 113300;30474.25;30477.5;30469;30469.25;1083
20260601 113400;30469;30473.75;30465;30469.5;673
20260601 113500;30470;30476.75;30470;30475.5;556
20260601 113600;30475.5;30483.5;30474.5;30483;839
20260601 113700;30483;30488.75;30480.5;30484.75;806
20260601 113800;30485;30493.75;30484.25;30492;1062
20260601 113900;30492;30495;30487.25;30492.5;782
20260601 114000;30492.5;30498.75;30488.75;30498.75;801
20260601 114100;30498.75;30501.5;30485.5;30485.75;1353
20260601 114200;30486.25;30486.5;30479.25;30480.5;822
20260601 114300;30480.5;30482;30476.75;30478.5;525
20260601 114400;30478;30488.5;30477.75;30488.5;795
20260601 114500;30487.5;30487.5;30479.5;30484.5;540
20260601 114600;30483.5;30490;30483.25;30484.75;681
20260601 114700;30484;30491.25;30483.25;30484.5;426
20260601 114800;30484.5;30487;30481.5;30484.25;391
20260601 114900;30484;30487.5;30481;30482;567
20260601 115000;30482;30485.25;30477.5;30485;610
20260601 115100;30484.5;30486;30475.25;30476.25;468
20260601 115200;30476.25;30481;30471;30476;858
20260601 115300;30475.5;30475.75;30468;30468.75;670
20260601 115400;30469.25;30472.5;30465;30468;673
20260601 115500;30468.25;30469.25;30462.75;30469;616
20260601 115600;30468.5;30471.25;30463.75;30466.75;527
20260601 115700;30466.75;30472.5;30462.5;30468;565
20260601 115800;30467.75;30469.25;30463.25;30463.25;402
20260601 115900;30463.75;30468.5;30463.75;30466.25;273
20260601 120000;30466;30467;30460.5;30462.75;537
20260601 120100;30462;30464.75;30457.75;30458.75;970
20260601 120200;30459.5;30459.75;30453.75;30457;844
20260601 120300;30456.75;30461.75;30447;30451.75;1347
20260601 120400;30451.5;30451.75;30445;30449.75;910
20260601 120500;30449.25;30456.75;30449;30456;955
20260601 120600;30455.5;30463.25;30450.5;30459.75;1207
20260601 120700;30460.5;30463.25;30453.5;30454.5;880
